0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0.1451771653543307,0.2,0.0,0.4249790444258173,0.0,0.13,0.0,0.1943387881468377,0.0,0.125,0.0,0.0,0.038461538461538464,0.2,0.3333333333333333,0.032936643569586435,0.0,0.03441468517045287,0.10416666666666666,0.1463679270872891,0.14630131166693217,0.15208333333333335,0.03125,0.0,0.25,0.0,0.0,0.3333333333333333,0.0,0.0,0.12398299939283547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.38823529411764707,0.1574468085106383,0.0,0.0,0.0,0.0,0.1875,0.125,0.10126582278481014,0.06896551724137931,0.2727272727272727,0.09316770186335402
0.5455489938757655,0.5333333333333333,0.0,0.32523051131601005,0.0,0.54,0.0,0.23157894736842108,0.0,0.0,0.25,0.0,0.0,0.5333333333333333,0.3333333333333333,0.7130783332815461,0.0,0.2416615103568166,0.34375,0.5626864861932404,0.5534490998884818,0.5993659420289854,0.40625,0.5555555555555556,0.5,0.2,0.0,0.0,0.0,0.0,0.14632665452337584,0.0,0.0,0.0,0.0,0.0,0.125,1.0,1.0,0.0,0.05555555555555555,0.403921568627451,0.14893617021276598,0.0,0.0,0.0,0.125,0.125,0.25,0.430379746835443,0.12068965517241378,0.18181818181818182,0.2857142857142857
0.44064413823272097,0.0,0.0,0.0,0.0,0.16,0.0,0.08350287483414419,0.0,0.0,0.5,0.5,0.11538461538461539,0.0,0.3333333333333333,0.2817015194357269,0.16846145644525004,0.0669583664810395,0.3125,0.4586339716812239,0.43667357017683606,0.4380434782608696,0.21875,0.1111111111111111,0.0,0.2,0.0,0.0,0.5,0.25,0.09277474195506982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1111111111111111,0.38823529411764707,0.2297872340425532,0.0,1.0,0.0,0.0,0.25,0.4583333333333333,0.4430379746835443,0.15517241379310345,0.0,0.32298136645962733
0.35433070866141736,0.2,0.0,0.18273260687342835,0.0,0.15,0.0,0.09632905793896507,0.0,0.0,0.25,0.3333333333333333,0.0,0.2,0.3333333333333333,0.16145169810148213,0.0,0.035129202392527765,0.2569444444444444,0.36548581348668147,0.35261005788327754,0.358695652173913,0.375,0.2222222222222222,0.75,0.4,0.3333333333333333,0.3333333333333333,0.0,0.0,0.13248330297510627,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05555555555555555,0.058823529411764705,0.08936170212765958,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.5822784810126582,0.12068965517241378,0.09090909090909091,0.3416149068322981
0.051399825021872264,0.0,0.0,0.0,0.0,0.01,0.0,0.036178681999115433,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.3333333333333333,0.041761178261815246,0.0,0.00772709861810896,0.06944444444444445,0.04936798133781804,0.05267909298497159,0.06295289855072464,0.09375,0.3333333333333333,0.0,0.4,0.0,0.0,0.0,0.0,0.20607164541590772,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.1111111111111111,0.07058823529411765,0.04680851063829787,0.3333333333333333,0.0,0.0,0.0,0.125,0.041666666666666664,0.0759493670886076,0.0,0.18181818181818182,0.03726708074534161
0.2612915573053369,0.3333333333333333,0.0,0.4082145850796312,0.0,0.05,0.0,0.04307828394515702,0.0,0.0,0.25,0.0,0.038461538461538464,0.3333333333333333,0.3333333333333333,0.2415250287418823,0.263375626399403,0.0544800966439789,0.1736111111111111,0.26230130743774754,0.2600499176889172,0.2614130434782609,0.03125,0.1111111111111111,0.25,0.0,0.3333333333333333,0.0,0.0,0.25,0.12507589556769885,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.2,0.16666666666666666,0.30980392156862746,0.13191489361702127,0.0,0.0,0.0,0.125,0.125,0.041666666666666664,0.36708860759493667,0.017241379310344827,0.09090909090909091,0.18012422360248445
0.30074365704286965,0.26666666666666666,0.0,0.28834870075440067,0.0,0.33,0.0,0.25077399380804954,0.0,0.125,0.25,0.16666666666666666,0.23076923076923078,0.26666666666666666,0.0,0.5722275735636826,0.004904574048406014,0.2558560947582427,0.17013888888888887,0.30114468616069007,0.30078062768838615,0.3213768115942029,0.375,0.4444444444444444,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.08512446873102611,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.4,0.2777777777777778,0.13333333333333333,0.22553191489361704,0.0,0.0,0.0,0.25,0.0625,0.5,0.21518987341772153,0.22413793103448276,0.18181818181818182,0.2546583850931677
0.16089785651793526,0.06666666666666667,0.0,0.13411567476948869,0.0,0.05,0.0,0.07085360459973462,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.3333333333333333,0.0502749899015008,0.0,0.018349096909160555,0.14930555555555555,0.14631367655834646,0.1527799904412936,0.17101449275362318,0.0625,0.2222222222222222,0.0,0.2,0.0,0.0,0.5,0.0,0.14122647237401337,0.4,0.011399908800729594,0.012360459472577252,1.0,0.0,0.25,0.0,0.0,0.5,0.1111111111111111,0.21176470588235294,0.3829787234042553,0.0,0.0,0.0,0.0,0.1875,0.20833333333333331,0.13924050632911392,0.08620689655172414,0.2727272727272727,0.13043478260869565
0.09470691163604548,0.2,0.0,0.6127409891031014,0.0,0.14,0.0,0.30181335692171607,0.0,0.0,0.08333333333333333,0.0,0.15384615384615385,0.2,0.3333333333333333,0.014790417301059563,0.0,0.001097557382362474,0.010416666666666664,0.09412466771551022,0.09479050501832084,0.09954710144927537,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022829386763812996,1.0,0.2020063839489284,0.2488594078628054,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.22352941176470587,0.2127659574468085,0.0,0.0,0.0,0.0,0.125,0.20833333333333331,0.2531645569620253,0.08620689655172414,0.0,0.16770186335403725
0.1478018372703412,0.0,0.0,0.0,0.0,0.25,0.0,0.36771340114993367,0.0,0.375,0.08333333333333333,0.0,0.0,0.0,0.6666666666666667,0.1353509616878476,0.0,0.03294881994166004,0.0034722222222222238,0.14061737101936744,0.1472571823057724,0.16304347826086957,0.09375,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.25,0.0602307225258045,0.8,0.11171910624715002,0.14827697783530172,0.0,0.0,0.25,0.0,0.0,0.2,0.2777777777777778,0.38823529411764707,0.14042553191489363,0.3333333333333333,0.0,0.0,0.25,0.0,0.20833333333333331,0.11392405063291139,0.10344827586206896,0.0,0.10559006211180122
